dataset,sample_index,view_index,class,hflip,vflip,angle_deg,crop_x0,crop_y0,crop_x1,crop_y1,brightness_factor,contrast_factor,blur_sigma,crop_area_retained,center_retained,foreground_retained,intensity_shift,automated_preserved
pathmnist,3,14,cancer-associated stroma,False,False,12.582147598266602,0.0,7.0,27.0,27.0,0.8871901631355286,0.8790560960769653,0.0,0.6887755102040817,0.9216,,0.2337537407875061,True
pathmnist,3,15,cancer-associated stroma,True,True,0.9953556060791016,1.0,1.0,26.0,26.0,0.7320243120193481,0.785647988319397,0.0,0.7971938775510204,1.0,,0.4823276996612549,False
pathmnist,24,0,smooth muscle,False,True,9.477941513061523,0.0,3.0,26.0,25.0,1.053662896156311,0.7537064552307129,0.0,0.7295918367346939,1.0,,0.29995644092559814,True
pathmnist,24,1,smooth muscle,True,False,-7.6467366218566895,1.0,1.0,27.0,24.0,0.9461055994033813,0.8901381492614746,0.0,0.7627551020408163,1.0,,0.16375625133514404,True
pathmnist,24,2,smooth muscle,False,True,-9.949373245239258,1.0,1.0,25.0,27.0,0.7297506332397461,0.7518133521080017,0.30129560828208923,0.7959183673469388,1.0,,0.5184360146522522,False
pathmnist,24,3,smooth muscle,False,True,-1.2157955169677734,2.0,2.0,27.0,27.0,1.1987217664718628,0.8741450905799866,0.0,0.7971938775510204,1.0,,0.3245766758918762,True
pathmnist,24,4,smooth muscle,True,False,10.308797836303711,0.0,0.0,23.0,26.0,0.7724093794822693,0.9680142402648926,0.0,0.7627551020408163,1.0,,0.25957638025283813,True
pathmnist,24,5,smooth muscle,False,True,-14.97875690460205,2.0,1.0,27.0,27.0,1.0565123558044434,0.7397094964981079,0.0,0.8290816326530612,1.0,,0.31680285930633545,True
pathmnist,24,6,smooth muscle,True,False,7.045309066772461,2.0,0.0,25.0,26.0,1.081810474395752,0.7098760008811951,0.0,0.7627551020408163,1.0,,0.3719344735145569,True
pathmnist,24,7,smooth muscle,True,False,-9.722685813903809,0.0,0.0,24.0,26.0,0.7312749028205872,1.169924020767212,0.0,0.7959183673469388,1.0,,0.43864911794662476,True
pathmnist,24,8,smooth muscle,False,False,4.079250335693359,0.0,2.0,24.0,27.0,0.8665435910224915,0.9571179151535034,0.9970764517784119,0.7653061224489796,1.0,,0.17633849382400513,True
pathmnist,24,9,smooth muscle,True,False,-11.75301742553711,1.0,0.0,26.0,25.0,1.2466078996658325,1.2279818058013916,0.0,0.7971938775510204,1.0,,0.4745897054672241,False
pathmnist,24,10,smooth muscle,True,False,9.955394744873047,0.0,1.0,25.0,27.0,0.9523299932479858,1.2119852304458618,0.0,0.8290816326530612,1.0,,0.259655237197876,True
pathmnist,24,11,smooth muscle,False,False,-6.905808448791504,0.0,7.0,27.0,27.0,1.0243525505065918,1.2037018537521362,0.5872951745986938,0.6887755102040817,0.9076,,0.22805440425872803,True
pathmnist,24,12,smooth muscle,True,False,-6.884259223937988,0.0,2.0,26.0,25.0,1.0852935314178467,0.9821505546569824,0.9785882234573364,0.7627551020408163,1.0,,0.10314297676086426,True
pathmnist,24,13,smooth muscle,True,False,13.575523376464844,1.0,2.0,27.0,25.0,0.8325501680374146,0.9611794352531433,1.9499406814575195,0.7627551020408163,1.0,,0.20627039670944214,True
pathmnist,24,14,smooth muscle,False,False,2.6550064086914062,0.0,2.0,23.0,27.0,1.003880500793457,0.8109462261199951,0.0,0.7334183673469388,1.0,,0.19293427467346191,True
pathmnist,24,15,smooth muscle,False,True,11.963497161865234,1.0,0.0,24.0,26.0,1.087705373764038,0.8164153099060059,0.679225742816925,0.7627551020408163,0.9996,,0.2712900638580322,True
pathmnist,87,0,colorectal adenocarcinoma epithelium,False,True,-7.251117706298828,2.0,1.0,26.0,26.0,1.266555905342102,1.2868623733520508,1.129128336906433,0.7653061224489796,1.0,,0.5534182786941528,False
pathmnist,87,1,colorectal adenocarcinoma epithelium,False,False,2.6775894165039062,0.0,2.0,26.0,26.0,1.2671542167663574,0.7435184121131897,1.5508602857589722,0.7959183673469388,1.0,,0.5236358046531677,False
pathmnist,87,2,colorectal adenocarcinoma epithelium,True,False,-11.245835304260254,2.0,0.0,26.0,25.0,0.7148285508155823,1.1140979528427124,0.0,0.7653061224489796,1.0,,0.3992694020271301,True
pathmnist,87,3,colorectal adenocarcinoma epithelium,True,False,-2.174197196960449,0.0,1.0,26.0,26.0,0.7691901326179504,0.9740060567855835,0.9992989897727966,0.8290816326530612,1.0,,0.25680381059646606,True
pathmnist,87,4,colorectal adenocarcinoma epithelium,False,False,-12.416816711425781,0.0,0.0,25.0,23.0,0.9844138622283936,1.0266320705413818,0.0,0.7334183673469388,0.9904,,0.04221820831298828,True
pathmnist,87,5,colorectal adenocarcinoma epithelium,True,True,8.166582107543945,2.0,0.0,26.0,25.0,1.2709541320800781,0.9661170244216919,0.12113268673419952,0.7653061224489796,1.0,,0.30483710765838623,True
pathmnist,87,6,colorectal adenocarcinoma epithelium,False,False,-0.8554296493530273,1.0,0.0,24.0,26.0,1.0658073425292969,0.8416002988815308,0.0,0.7627551020408163,1.0,,0.2242070436477661,True
pathmnist,87,7,colorectal adenocarcinoma epithelium,False,True,-1.1215991973876953,1.0,1.0,26.0,27.0,0.9895502328872681,0.7608658671379089,0.0,0.8290816326530612,1.0,,0.249583899974823,True
pathmnist,87,8,colorectal adenocarcinoma epithelium,True,True,-6.429499626159668,0.0,0.0,26.0,22.0,1.2156928777694702,0.7109552621841431,1.5765917301177979,0.7295918367346939,0.9956,,0.5047376155853271,False
pathmnist,87,9,colorectal adenocarcinoma epithelium,True,False,8.47262191772461,1.0,0.0,27.0,26.0,1.1481190919876099,0.7998400926589966,0.0,0.8622448979591837,1.0,,0.3482789993286133,True
pathmnist,87,10,colorectal adenocarcinoma epithelium,True,False,-10.361392974853516,2.0,3.0,27.0,27.0,1.1678880453109741,1.1422998905181885,0.0,0.7653061224489796,1.0,,0.3101879358291626,True
pathmnist,87,11,colorectal adenocarcinoma epithelium,False,True,9.456531524658203,0.0,0.0,24.0,26.0,0.8540595769882202,1.098404884338379,1.6049715280532837,0.7959183673469388,1.0,,0.2443453073501587,True
pathmnist,87,12,colorectal adenocarcinoma epithelium,True,True,8.751007080078125,0.0,1.0,23.0,27.0,1.1880285739898682,1.0823030471801758,0.0,0.7627551020408163,1.0,,0.27033162117004395,True
pathmnist,87,13,colorectal adenocarcinoma epithelium,True,True,-7.891454219818115,0.0,2.0,26.0,26.0,0.8353961110115051,1.2716872692108154,0.0,0.7959183673469388,1.0,,0.4362911581993103,True
pathmnist,87,14,colorectal adenocarcinoma epithelium,False,True,-8.948664665222168,0.0,1.0,24.0,26.0,0.9083935022354126,1.053022861480713,1.33628249168396,0.7653061224489796,1.0,,0.1446293592453003,True
pathmnist,87,15,colorectal adenocarcinoma epithelium,False,False,6.637416839599609,0.0,2.0,26.0,27.0,1.0233811140060425,0.8107621073722839,0.0,0.8290816326530612,1.0,,0.21261900663375854,True
pathmnist,154,0,mucus,False,False,7.834617614746094,2.0,1.0,27.0,25.0,1.1558494567871094,0.7183846235275269,0.0,0.7653061224489796,1.0,,0.4374648332595825,True
pathmnist,154,1,mucus,False,False,5.930423736572266,0.0,0.0,26.0,26.0,0.7332591414451599,0.9552009105682373,0.16827534139156342,0.8622448979591837,1.0,,0.3115399479866028,True
pathmnist,154,2,mucus,False,True,10.675863265991211,0.0,0.0,22.0,26.0,0.8496242761611938,0.8087716698646545,0.0,0.7295918367346939,0.9592,,0.3416040539741516,True
pathmnist,154,3,mucus,True,False,1.7974681854248047,1.0,0.0,27.0,24.0,1.0991086959838867,0.7359662652015686,0.40381476283073425,0.7959183673469388,1.0,,0.3631424307823181,True
pathmnist,154,4,mucus,True,True,-0.12672710418701172,1.0,0.0,27.0,24.0,0.7015500068664551,0.9381232261657715,0.0,0.7959183673469388,1.0,,0.36032676696777344,True
pathmnist,154,5,mucus,False,True,-2.694523811340332,0.0,1.0,26.0,27.0,0.8601277470588684,0.7471616864204407,1.7296504974365234,0.8622448979591837,1.0,,0.3927105665206909,True
pathmnist,154,6,mucus,False,False,11.565479278564453,1.0,1.0,23.0,27.0,0.9831376075744629,1.0487358570098877,0.0,0.7295918367346939,0.9916,,0.0655982494354248,True
pathmnist,154,7,mucus,False,True,-1.6067018508911133,0.0,0.0,23.0,26.0,0.7457773685455322,1.079277515411377,0.0,0.7627551020408163,1.0,,0.3335001468658447,True
pathmnist,154,8,mucus,True,True,-11.061805725097656,1.0,0.0,24.0,26.0,0.8069801330566406,0.7477432489395142,1.9829394817352295,0.7627551020408163,1.0,,0.4452766180038452,True
pathmnist,154,9,mucus,True,True,-10.495617866516113,0.0,5.0,27.0,25.0,1.295217514038086,1.0015901327133179,1.6982702016830444,0.6887755102040817,0.966,,0.2968076467514038,True
pathmnist,154,10,mucus,True,True,-14.326701164245605,0.0,0.0,24.0,26.0,1.0596269369125366,0.7587807178497314,0.0,0.7959183673469388,1.0,,0.3008462190628052,True
pathmnist,154,11,mucus,False,False,-3.8615570068359375,1.0,0.0,25.0,25.0,1.0769224166870117,0.7147656083106995,1.2251806259155273,0.7653061224489796,1.0,,0.36215680837631226,True
pathmnist,154,12,mucus,False,False,2.5036888122558594,4.0,0.0,27.0,26.0,1.018722653388977,0.9937909841537476,0.5308047533035278,0.7627551020408163,1.0,,0.024931669235229492,True
pathmnist,154,13,mucus,True,True,-2.7603511810302734,1.0,1.0,25.0,26.0,0.8579318523406982,0.7706030607223511,1.8688772916793823,0.7653061224489796,1.0,,0.3714650869369507,True
pathmnist,154,14,mucus,True,False,-14.198527336120605,1.0,1.0,27.0,24.0,0.7537193894386292,0.8540698289871216,1.1972975730895996,0.7627551020408163,0.9984,,0.39221078157424927,True
pathmnist,154,15,mucus,True,True,-2.9648704528808594,2.0,1.0,27.0,26.0,1.20393967628479,0.9884457588195801,1.3875051736831665,0.7971938775510204,1.0,,0.21549391746520996,True
pathmnist,155,0,lymphocytes,True,False,3.010526657104492,1.0,1.0,27.0,24.0,1.1202317476272583,0.9219978451728821,1.666274905204773,0.7627551020408163,1.0,,0.19823390245437622,True
pathmnist,155,1,lymphocytes,True,False,-8.020777702331543,0.0,2.0,26.0,27.0,0.8314647674560547,0.9588359594345093,0.0,0.8290816326530612,1.0,,0.20969927310943604,True
pathmnist,155,2,lymphocytes,True,False,10.278549194335938,1.0,0.0,27.0,26.0,1.104927897453308,1.1738977432250977,0.0,0.8622448979591837,1.0,,0.27882564067840576,True
pathmnist,155,3,lymphocytes,False,True,-1.4030656814575195,3.0,1.0,25.0,27.0,0.7343963980674744,0.969663143157959,0.5986189246177673,0.7295918367346939,1.0,,0.29594045877456665,True
pathmnist,155,4,lymphocytes,True,False,-11.600242614746094,1.0,2.0,25.0,27.0,1.0531541109085083,1.0300955772399902,0.0,0.7653061224489796,1.0,,0.08324968814849854,True
pathmnist,155,5,lymphocytes,True,False,0.9350147247314453,0.0,3.0,26.0,26.0,1.0274755954742432,0.9528036117553711,0.0,0.7627551020408163,1.0,,0.07467198371887207,True
pathmnist,155,6,lymphocytes,False,False,-3.863924026489258,0.0,1.0,25.0,27.0,1.2761611938476562,0.7421706318855286,1.7641392946243286,0.8290816326530612,1.0,,0.5339905619621277,False
pathmnist,155,7,lymphocytes,True,False,6.946601867675781,2.0,0.0,26.0,26.0,0.7931793332099915,0.8776665329933167,0.0,0.7959183673469388,1.0,,0.3291541337966919,True
pathmnist,155,8,lymphocytes,True,True,12.100189208984375,2.0,2.0,27.0,27.0,1.1680388450622559,1.230564832687378,1.7145799398422241,0.7971938775510204,1.0,,0.3986036777496338,True
pathmnist,155,9,lymphocytes,False,False,9.148094177246094,1.0,2.0,27.0,25.0,1.0138165950775146,1.2694650888442993,1.4838380813598633,0.7627551020408163,1.0,,0.28328168392181396,True
pathmnist,155,10,lymphocytes,False,True,-13.204833030700684,1.0,3.0,27.0,27.0,1.0651447772979736,0.9788728952407837,0.8056789040565491,0.7959183673469388,0.9988,,0.08627188205718994,True
pathmnist,155,11,lymphocytes,False,False,-9.951057434082031,2.0,2.0,27.0,26.0,1.2782773971557617,0.9683414697647095,1.4252148866653442,0.7653061224489796,1.0,,0.30993592739105225,True
pathmnist,155,12,lymphocytes,False,False,14.611989974975586,1.0,1.0,27.0,27.0,0.7054542303085327,1.0461452007293701,1.1628696918487549,0.8622448979591837,1.0,,0.3406909704208374,True
pathmnist,155,13,lymphocytes,True,True,6.845209121704102,1.0,1.0,26.0,26.0,1.1316866874694824,0.7959819436073303,1.5327136516571045,0.7971938775510204,1.0,,0.3357047438621521,True
pathmnist,155,14,lymphocytes,True,True,-0.8517370223999023,1.0,0.0,27.0,25.0,0.9523868560791016,1.0500177145004272,0.8341267108917236,0.8290816326530612,1.0,,0.09763085842132568,True
pathmnist,155,15,lymphocytes,True,True,-11.458732604980469,0.0,0.0,24.0,26.0,1.1944221258163452,1.1455738544464111,0.0,0.7959183673469388,1.0,,0.33999598026275635,True
pathmnist,197,0,adipose,True,False,9.030876159667969,0.0,4.0,27.0,24.0,0.8275378346443176,1.1141517162322998,0.0,0.6887755102040817,1.0,,0.2866138815879822,True
pathmnist,197,1,adipose,False,False,-2.507411003112793,1.0,2.0,27.0,27.0,1.0433534383773804,1.2328805923461914,0.11454284936189651,0.8290816326530612,1.0,,0.2762340307235718,True
pathmnist,197,2,adipose,True,False,-6.616477012634277,1.0,0.0,27.0,24.0,1.0816360712051392,0.7908258438110352,0.8814656138420105,0.7959183673469388,1.0,,0.290810227394104,True
pathmnist,197,3,adipose,False,False,-9.85783576965332,0.0,1.0,26.0,25.0,1.073984980583191,1.253732442855835,0.0,0.7959183673469388,1.0,,0.3277174234390259,True
pathmnist,197,4,adipose,True,False,13.758235931396484,4.0,0.0,27.0,26.0,0.8765813112258911,1.1476601362228394,0.3819015622138977,0.7627551020408163,0.984,,0.27107882499694824,True
pathmnist,197,5,adipose,True,True,-6.7512054443359375,3.0,0.0,27.0,26.0,0.8304777145385742,1.2735991477966309,0.0,0.7959183673469388,1.0,,0.44312143325805664,True
pathmnist,197,6,adipose,True,False,-10.471826553344727,1.0,1.0,25.0,27.0,1.2453374862670898,1.0694398880004883,0.0,0.7959183673469388,1.0,,0.3147773742675781,True
pathmnist,197,7,adipose,True,True,8.46231460571289,1.0,4.0,26.0,27.0,1.106980800628662,1.0203464031219482,0.20352470874786377,0.7334183673469388,0.9924,,0.12732720375061035,True
pathmnist,197,8,adipose,True,True,-13.107556343078613,2.0,2.0,27.0,27.0,0.7278715968132019,0.9676880836486816,0.0,0.7971938775510204,1.0,,0.30444031953811646,True
pathmnist,197,9,adipose,True,False,3.8815231323242188,2.0,1.0,26.0,27.0,0.9126216173171997,0.8779135942459106,0.0,0.7959183673469388,1.0,,0.20946478843688965,True
pathmnist,197,10,adipose,False,True,4.645509719848633,1.0,0.0,27.0,26.0,0.8260058760643005,1.1900267601013184,0.0,0.8622448979591837,1.0,,0.3640208840370178,True
pathmnist,197,11,adipose,False,True,13.278278350830078,1.0,1.0,27.0,25.0,1.2473902702331543,0.8623600006103516,0.0,0.7959183673469388,1.0,,0.38503026962280273,True
pathmnist,197,12,adipose,False,True,-14.115062713623047,0.0,0.0,26.0,26.0,1.1600345373153687,0.8244023323059082,0.0,0.8622448979591837,1.0,,0.33563220500946045,True
pathmnist,197,13,adipose,True,False,-11.670490264892578,0.0,1.0,24.0,27.0,0.9754865765571594,1.0833266973495483,0.0,0.7959183673469388,1.0,,0.10784012079238892,True
pathmnist,197,14,adipose,True,True,5.813938140869141,1.0,1.0,27.0,25.0,1.0763673782348633,1.20131516456604,0.9033687114715576,0.7959183673469388,1.0,,0.2776825428009033,True
pathmnist,197,15,adipose,False,True,-0.1397409439086914,1.0,0.0,27.0,24.0,1.1333873271942139,0.9456145763397217,1.8773001432418823,0.7959183673469388,1.0,,0.1877727508544922,True
pathmnist,221,0,colorectal adenocarcinoma epithelium,False,False,-4.485761642456055,0.0,1.0,26.0,25.0,1.2780143022537231,0.8414932489395142,0.0,0.7959183673469388,1.0,,0.436521053314209,True
pathmnist,221,1,colorectal adenocarcinoma epithelium,True,True,7.009014129638672,1.0,0.0,26.0,26.0,0.867428183555603,0.8462286591529846,0.4538803696632385,0.8290816326530612,1.0,,0.28634315729141235,True
pathmnist,221,2,colorectal adenocarcinoma epithelium,False,True,-14.398162841796875,1.0,5.0,27.0,27.0,0.9082650542259216,1.093170166015625,0.0,0.7295918367346939,0.9548,,0.18490511178970337,True
pathmnist,221,3,colorectal adenocarcinoma epithelium,False,False,1.370218276977539,2.0,1.0,26.0,26.0,0.7535824179649353,1.2350718975067139,0.0,0.7653061224489796,1.0,,0.48148947954177856,False
pathmnist,221,4,colorectal adenocarcinoma epithelium,True,True,-8.232767105102539,0.0,0.0,24.0,25.0,1.093677043914795,1.069749355316162,0.0,0.7653061224489796,1.0,,0.16342639923095703,True
pathmnist,221,5,colorectal adenocarcinoma epithelium,False,True,0.8993768692016602,1.0,1.0,27.0,24.0,0.8830392956733704,1.2128146886825562,0.0,0.7627551020408163,1.0,,0.3297753930091858,True
pathmnist,221,6,colorectal adenocarcinoma epithelium,False,False,2.002582550048828,0.0,2.0,23.0,27.0,1.2056870460510254,1.1140625476837158,0.3890933096408844,0.7334183673469388,1.0,,0.3197495937347412,True
pathmnist,221,7,colorectal adenocarcinoma epithelium,True,False,-2.4080677032470703,2.0,0.0,27.0,24.0,0.9878673553466797,1.2176997661590576,0.0,0.7653061224489796,1.0,,0.22983241081237793,True
pathmnist,221,8,colorectal adenocarcinoma epithelium,False,True,-0.7766838073730469,0.0,2.0,26.0,24.0,0.9093960523605347,0.7110608220100403,1.8321202993392944,0.7295918367346939,1.0,,0.37954312562942505,True
pathmnist,221,9,colorectal adenocarcinoma epithelium,True,True,6.663141250610352,0.0,1.0,26.0,27.0,1.1516317129135132,1.2069203853607178,0.42682477831840515,0.8622448979591837,1.0,,0.35855209827423096,True
pathmnist,221,10,colorectal adenocarcinoma epithelium,True,True,5.289783477783203,2.0,2.0,26.0,27.0,0.9833482503890991,1.009682059288025,0.0,0.7653061224489796,1.0,,0.02633380889892578,True
pathmnist,221,11,colorectal adenocarcinoma epithelium,True,False,11.440792083740234,0.0,0.0,26.0,23.0,1.1811989545822144,0.9759039878845215,1.0681769847869873,0.7627551020408163,0.9916,,0.20529496669769287,True
pathmnist,221,12,colorectal adenocarcinoma epithelium,False,False,4.697052001953125,1.0,2.0,27.0,27.0,0.9766297340393066,0.8834019899368286,0.0,0.8290816326530612,1.0,,0.13996827602386475,True
pathmnist,221,13,colorectal adenocarcinoma epithelium,True,False,8.592056274414062,2.0,2.0,27.0,25.0,0.7109904289245605,1.0103743076324463,1.98896324634552,0.7334183673469388,1.0,,0.29938387870788574,True
pathmnist,221,14,colorectal adenocarcinoma epithelium,False,False,13.988618850708008,1.0,4.0,27.0,27.0,1.1870050430297852,0.7185629606246948,0.6113935708999634,0.7627551020408163,0.9996,,0.46844208240509033,False
pathmnist,221,15,colorectal adenocarcinoma epithelium,True,False,-7.825033664703369,2.0,0.0,27.0,26.0,0.8314738273620605,0.8277871608734131,1.0027434825897217,0.8290816326530612,1.0,,0.34073901176452637,True
pathmnist,256,0,debris,True,False,-12.971540451049805,1.0,2.0,26.0,26.0,1.1523858308792114,1.2485313415527344,0.0,0.7653061224489796,1.0,,0.4009171724319458,True
pathmnist,256,1,debris,True,True,4.6036834716796875,1.0,0.0,27.0,26.0,0.9319201707839966,1.1138794422149658,0.24073442816734314,0.8622448979591837,1.0,,0.18195927143096924,True
pathmnist,256,2,debris,True,False,11.32370376586914,3.0,1.0,26.0,27.0,1.1312873363494873,1.2373239994049072,0.0,0.7627551020408163,1.0,,0.36861133575439453,True
pathmnist,256,3,debris,True,False,4.180271148681641,2.0,0.0,27.0,26.0,1.2930399179458618,1.2163805961608887,1.4534991979599,0.8290816326530612,1.0,,0.5094205141067505,False
pathmnist,256,4,debris,False,False,-14.440340995788574,0.0,1.0,26.0,25.0,0.707342803478241,0.878713846206665,0.34579014778137207,0.7959183673469388,1.0,,0.413943350315094,True
pathmnist,256,5,debris,True,True,-12.420568466186523,1.0,1.0,24.0,26.0,1.1721131801605225,1.2929236888885498,0.9807815551757812,0.7334183673469388,1.0,,0.46503686904907227,False
pathmnist,256,6,debris,False,False,10.828300476074219,1.0,0.0,25.0,26.0,1.2558608055114746,0.888327956199646,0.0,0.7959183673469388,1.0,,0.3675328493118286,True
pathmnist,256,7,debris,False,True,4.541652679443359,0.0,1.0,26.0,27.0,1.1007581949234009,1.1167536973953247,0.4740687906742096,0.8622448979591837,1.0,,0.21751189231872559,True
pathmnist,256,8,debris,False,False,-3.5023460388183594,0.0,1.0,26.0,24.0,0.9398813843727112,1.0685100555419922,0.0,0.7627551020408163,1.0,,0.128628671169281,True
pathmnist,256,9,debris,False,False,7.86973762512207,1.0,1.0,26.0,25.0,1.1299415826797485,0.9434768557548523,1.3236922025680542,0.7653061224489796,1.0,,0.18646472692489624,True
pathmnist,256,10,debris,False,False,-12.786531448364258,0.0,4.0,27.0,24.0,1.1785986423492432,1.0938301086425781,0.5850515365600586,0.6887755102040817,0.9988,,0.2724287509918213,True
pathmnist,256,11,debris,True,False,-4.8384552001953125,3.0,0.0,27.0,25.0,1.1156766414642334,0.9698007106781006,0.7132714986801147,0.7653061224489796,1.0,,0.1458759307861328,True
pathmnist,256,12,debris,False,False,11.77208137512207,2.0,2.0,26.0,27.0,1.0854214429855347,0.9836753606796265,1.4979948997497559,0.7653061224489796,1.0,,0.1017460823059082,True
pathmnist,256,13,debris,False,True,3.5354251861572266,2.0,0.0,27.0,26.0,1.142410397529602,1.0611765384674072,1.2814855575561523,0.8290816326530612,1.0,,0.20358693599700928,True
pathmnist,256,14,debris,False,True,9.178934097290039,2.0,0.0,27.0,26.0,1.138083577156067,0.8307020664215088,1.0273122787475586,0.8290816326530612,1.0,,0.3073815107345581,True
pathmnist,256,15,debris,False,True,1.7818775177001953,2.0,2.0,26.0,27.0,1.1563727855682373,1.1406264305114746,0.0,0.7653061224489796,1.0,,0.2969992160797119,True
pathmnist,263,0,background,True,True,2.413625717163086,2.0,2.0,27.0,27.0,0.7230289578437805,0.7630087733268738,1.4594849348068237,0.7971938775510204,1.0,,0.5139622688293457,False
pathmnist,263,1,background,True,True,-6.155340194702148,0.0,0.0,25.0,25.0,1.287252426147461,0.9670417308807373,1.736312985420227,0.7971938775510204,1.0,,0.32021069526672363,True
pathmnist,263,2,background,False,False,14.240728378295898,0.0,1.0,27.0,21.0,1.119071364402771,0.8047714233398438,0.5150587558746338,0.6887755102040817,0.912,,0.31429994106292725,True
pathmnist,263,3,background,True,False,8.926607131958008,3.0,2.0,27.0,27.0,0.8981255292892456,0.8577832579612732,0.0,0.7653061224489796,1.0,,0.2440912127494812,True
pathmnist,263,4,background,False,True,-10.631967544555664,1.0,1.0,27.0,27.0,0.7578713893890381,1.280655026435852,0.0,0.8622448979591837,1.0,,0.522783637046814,False
pathmnist,263,5,background,False,True,10.696338653564453,0.0,2.0,26.0,27.0,0.8979766964912415,1.0674551725387573,0.0,0.8290816326530612,1.0,,0.16947847604751587,True
pathmnist,263,6,background,True,False,-3.9967002868652344,1.0,1.0,27.0,27.0,0.7909570932388306,0.8438203930854797,0.0,0.8622448979591837,1.0,,0.3652225136756897,True
pathmnist,263,7,background,True,False,6.688203811645508,0.0,0.0,26.0,23.0,0.8255479335784912,0.9913244247436523,0.0,0.7627551020408163,0.9972,,0.18312764167785645,True
pathmnist,263,8,background,True,True,-9.952025413513184,0.0,1.0,23.0,27.0,0.9939810633659363,0.8738846778869629,0.0,0.7627551020408163,1.0,,0.13213425874710083,True
pathmnist,263,9,background,False,True,10.913642883300781,0.0,1.0,26.0,27.0,1.0423805713653564,1.1090253591537476,0.0,0.8622448979591837,1.0,,0.151405930519104,True
pathmnist,263,10,background,False,False,-11.335591316223145,1.0,3.0,27.0,26.0,1.07505202293396,1.1440377235412598,0.0,0.7627551020408163,1.0,,0.21908974647521973,True
pathmnist,263,11,background,False,True,-10.940183639526367,1.0,1.0,25.0,27.0,0.9383786916732788,0.97257399559021,1.3915281295776367,0.7959183673469388,1.0,,0.08904731273651123,True
pathmnist,263,12,background,True,False,-11.078804016113281,1.0,0.0,27.0,25.0,0.9189096689224243,1.260331392288208,1.5928281545639038,0.8290816326530612,1.0,,0.3414217233657837,True
pathmnist,263,13,background,True,False,-10.521007537841797,3.0,1.0,27.0,26.0,0.8474439978599548,0.7754659652709961,0.25492143630981445,0.7653061224489796,1.0,,0.3770900368690491,True
pathmnist,263,14,background,True,True,-6.795714378356934,0.0,2.0,24.0,27.0,1.2720674276351929,0.8565813899040222,0.0,0.7653061224489796,1.0,,0.41548603773117065,True
